event,gender,age_group,min_age,max_age,value,points
Run,Female,Over 62,62,100,1231.0,79
Run,Male,17-21,17,21,1035.0,78
Run,Female,17-21,17,21,1172.0,78
Run,Male,22-26,22,26,1050.0,78
Run,Female,22-26,22,26,1161.0,78
Run,Male,27-31,27,31,1051.0,78
Run,Female,27-31,27,31,1156.0,78
Run,Male,32-36,32,36,1060.0,78
Run,Female,32-36,32,36,1171.0,78
Run,Male,37-41,37,41,1074.0,78
Run,Female,37-41,37,41,1177.0,78
Run,Male,42-46,42,46,1090.0,78
Run,Female,42-46,42,46,1198.0,78
Run,Male,47-51,47,51,1122.0,78
Run,Female,47-51,47,51,1206.0,78
Run,Male,52-56,52,56,1161.0,78
Run,Female,52-56,52,56,1238.0,78
Run,Male,57-61,57,61,1199.0,78
Run,Female,57-61,57,61,1238.0,78
Run,Male,Over 62,62,100,1199.0,78
Run,Female,Over 62,62,100,1238.0,78
Run,Male,17-21,17,21,1044.0,77
Run,Female,17-21,17,21,1180.0,77
Run,Male,22-26,22,26,1060.0,77
Run,Female,22-26,22,26,1170.0,77
Run,Male,27-31,27,31,1061.0,77
Run,Female,27-31,27,31,1165.0,77
Run,Male,32-36,32,36,1068.0,77
Run,Female,32-36,32,36,1180.0,77
Run,Male,37-41,37,41,1080.0,77
Run,Female,37-41,37,41,1188.0,77
Run,Male,42-46,42,46,1100.0,77
Run,Female,42-46,42,46,1202.0,77
Run,Male,47-51,47,51,1131.0,77
Run,Female,47-51,47,51,1214.0,77
Run,Male,52-56,52,56,1170.0,77
Run,Female,52-56,52,56,1243.0,77
Run,Male,57-61,57,61,1207.0,77
Run,Female,57-61,57,61,1243.0,77
Run,Male,Over 62,62,100,1207.0,77
Run,Female,Over 62,62,100,1243.0,77
Run,Male,17-21,17,21,1053.0,76
Run,Female,17-21,17,21,1188.0,76
Run,Male,22-26,22,26,1069.0,76
Run,Female,22-26,22,26,1179.0,76
Run,Male,27-31,27,31,1070.0,76
Run,Female,27-31,27,31,1173.0,76
Run,Male,32-36,32,36,1076.0,76
Run,Female,32-36,32,36,1187.0,76
Run,Male,37-41,37,41,1090.0,76
Run,Female,37-41,37,41,1196.0,76
Run,Male,42-46,42,46,1109.0,76
Run,Female,42-46,42,46,1212.0,76
Run,Male,47-51,47,51,1140.0,76
Run,Female,47-51,47,51,1220.0,76
Run,Male,52-56,52,56,1176.0,76
Run,Female,52-56,52,56,1244.0,76
Run,Male,57-61,57,61,1214.0,76
Run,Female,57-61,57,61,1244.0,76
Run,Male,Over 62,62,100,1214.0,76
Run,Female,Over 62,62,100,1244.0,76
Run,Male,17-21,17,21,1063.0,75
Run,Female,17-21,17,21,1196.0,75
Run,Male,22-26,22,26,1079.0,75
Run,Female,22-26,22,26,1187.0,75
Run,Male,27-31,27,31,1078.0,75
Run,Female,27-31,27,31,1182.0,75
Run,Male,32-36,32,36,1083.0,75
Run,Female,32-36,32,36,1195.0,75
Run,Male,37-41,37,41,1098.0,75
Run,Female,37-41,37,41,1202.0,75
Run,Male,42-46,42,46,1117.0,75
Run,Female,42-46,42,46,1221.0,75
Run,Male,47-51,47,51,1147.0,75
Run,Female,47-51,47,51,1229.0,75
Run,Male,52-56,52,56,1185.0,75
Run,Female,52-56,52,56,1244.0,75
Run,Male,57-61,57,61,1222.0,75
Run,Female,57-61,57,61,1244.0,75
Run,Male,Over 62,62,100,1222.0,75
Run,Female,Over 62,62,100,1244.0,75
Run,Male,17-21,17,21,1072.0,74
Run,Female,17-21,17,21,1203.0,74
Run,Male,22-26,22,26,1087.0,74
Run,Female,22-26,22,26,1196.0,74
Run,Male,27-31,27,31,1085.0,74
Run,Female,27-31,27,31,1190.0,74
Run,Male,32-36,32,36,1092.0,74
Run,Female,32-36,32,36,1201.0,74
Run,Male,37-41,37,41,1108.0,74
Run,Female,37-41,37,41,1212.0,74
Run,Male,42-46,42,46,1126.0,74
Run,Female,42-46,42,46,1232.0,74
Run,Male,47-51,47,51,1157.0,74
Run,Female,47-51,47,51,1236.0,74
Run,Male,52-56,52,56,1193.0,74
Run,Female,52-56,52,56,1250.0,74
Run,Male,57-61,57,61,1231.0,74
Run,Female,57-61,57,61,1250.0,74
Run,Male,Over 62,62,100,1231.0,74
Run,Female,Over 62,62,100,1250.0,74
Run,Male,17-21,17,21,1081.0,73
Run,Female,17-21,17,21,1212.0,73
Run,Male,22-26,22,26,1097.0,73
Run,Female,22-26,22,26,1204.0,73
Run,Male,27-31,27,31,1095.0,73
Run,Female,27-31,27,31,1199.0,73
Run,Male,32-36,32,36,1103.0,73
Run,Female,32-36,32,36,1210.0,73
Run,Male,37-41,37,41,1117.0,73
Run,Female,37-41,37,41,1220.0,73
Run,Male,42-46,42,46,1136.0,73
Run,Female,42-46,42,46,1238.0,73
Run,Male,47-51,47,51,1167.0,73
Run,Female,47-51,47,51,1243.0,73
Run,Male,52-56,52,56,1200.0,73
Run,Female,52-56,52,56,1263.0,73
Run,Male,57-61,57,61,1241.0,73
Run,Female,57-61,57,61,1263.0,73
Run,Male,Over 62,62,100,1241.0,73
Run,Female,Over 62,62,100,1263.0,73
Run,Male,17-21,17,21,1092.0,72
Run,Female,17-21,17,21,1221.0,72
Run,Male,22-26,22,26,1108.0,72
Run,Female,22-26,22,26,1214.0,72
Run,Male,27-31,27,31,1105.0,72
Run,Female,27-31,27,31,1207.0,72
Run,Male,32-36,32,36,1113.0,72
Run,Female,32-36,32,36,1218.0,72
Run,Male,37-41,37,41,1127.0,72
Run,Female,37-41,37,41,1230.0,72
Run,Male,42-46,42,46,1144.0,72
Run,Female,42-46,42,46,1247.0,72
Run,Male,47-51,47,51,1176.0,72
Run,Female,47-51,47,51,1244.0,72
Run,Male,52-56,52,56,1208.0,72
Run,Female,52-56,52,56,1275.0,72
Run,Male,57-61,57,61,1246.0,72
Run,Female,57-61,57,61,1275.0,72
Run,Male,Over 62,62,100,1246.0,72
Run,Female,Over 62,62,100,1275.0,72
Run,Male,17-21,17,21,1103.0,71
Run,Female,17-21,17,21,1230.0,71
Run,Male,22-26,22,26,1118.0,71
Run,Female,22-26,22,26,1223.0,71
Run,Male,27-31,27,31,1115.0,71
Run,Female,27-31,27,31,1216.0,71
Run,Male,32-36,32,36,1123.0,71
Run,Female,32-36,32,36,1227.0,71
Run,Male,37-41,37,41,1137.0,71
Run,Female,37-41,37,41,1238.0,71
Run,Male,42-46,42,46,1156.0,71
Run,Female,42-46,42,46,1257.0,71
Run,Male,47-51,47,51,1187.0,71
Run,Female,47-51,47,51,1252.0,71
Run,Male,52-56,52,56,1218.0,71
Run,Female,52-56,52,56,1292.0,71
Run,Male,57-61,57,61,1254.0,71
Run,Female,57-61,57,61,1292.0,71
Run,Male,Over 62,62,100,1254.0,71
Run,Female,Over 62,62,100,1292.0,71
Run,Male,17-21,17,21,1115.0,70
Run,Female,17-21,17,21,1240.0,70
Run,Male,22-26,22,26,1130.0,70
Run,Female,22-26,22,26,1232.0,70
Run,Male,27-31,27,31,1126.0,70
Run,Female,27-31,27,31,1225.0,70
Run,Male,32-36,32,36,1133.0,70
Run,Female,32-36,32,36,1235.0,70
Run,Male,37-41,37,41,1146.0,70
Run,Female,37-41,37,41,1246.0,70
Run,Male,42-46,42,46,1166.0,70
Run,Female,42-46,42,46,1260.0,70
Run,Male,47-51,47,51,1197.0,70
Run,Female,47-51,47,51,1269.0,70
Run,Male,52-56,52,56,1227.0,70
Run,Female,52-56,52,56,1300.0,70
Run,Male,57-61,57,61,1260.0,70
Run,Female,57-61,57,61,1300.0,70
Run,Male,Over 62,62,100,1260.0,70
Run,Female,Over 62,62,100,1300.0,70
Run,Male,17-21,17,21,1127.0,69
Run,Female,17-21,17,21,1249.0,69
Run,Male,22-26,22,26,1140.0,69
Run,Female,22-26,22,26,1243.0,69
Run,Male,27-31,27,31,1138.0,69
Run,Female,27-31,27,31,1236.0,69
Run,Male,32-36,32,36,1143.0,69
Run,Female,32-36,32,36,1244.0,69
Run,Male,37-41,37,41,1159.0,69
Run,Female,37-41,37,41,1255.0,69
Run,Male,42-46,42,46,1178.0,69
Run,Female,42-46,42,46,1268.0,69
Run,Male,47-51,47,51,1206.0,69
Run,Female,47-51,47,51,1284.0,69
Run,Male,52-56,52,56,1239.0,69
Run,Female,52-56,52,56,1303.0,69
Run,Male,57-61,57,61,1261.0,69
Run,Female,57-61,57,61,1303.0,69
Run,Male,Over 62,62,100,1261.0,69
Run,Female,Over 62,62,100,1303.0,69
Run,Male,17-21,17,21,1140.0,68
Run,Female,17-21,17,21,1258.0,68
Run,Male,22-26,22,26,1153.0,68
Run,Female,22-26,22,26,1253.0,68
Run,Male,27-31,27,31,1149.0,68
Run,Female,27-31,27,31,1245.0,68
Run,Male,32-36,32,36,1156.0,68
Run,Female,32-36,32,36,1254.0,68
Run,Male,37-41,37,41,1170.0,68
Run,Female,37-41,37,41,1260.0,68
Run,Male,42-46,42,46,1190.0,68
Run,Female,42-46,42,46,1280.0,68
Run,Male,47-51,47,51,1217.0,68
Run,Female,47-51,47,51,1296.0,68
Run,Male,52-56,52,56,1249.0,68
Run,Female,52-56,52,56,1319.0,68
Run,Male,57-61,57,61,1279.0,68
Run,Female,57-61,57,61,1319.0,68
Run,Male,Over 62,62,100,1279.0,68
Run,Female,Over 62,62,100,1322.0,68
Run,Male,17-21,17,21,1152.0,67
Run,Female,17-21,17,21,1263.0,67
Run,Male,22-26,22,26,1166.0,67
Run,Female,22-26,22,26,1260.0,67
Run,Male,27-31,27,31,1162.0,67
Run,Female,27-31,27,31,1256.0,67
Run,Male,32-36,32,36,1168.0,67
Run,Female,32-36,32,36,1260.0,67
Run,Male,37-41,37,41,1182.0,67
Run,Female,37-41,37,41,1264.0,67
Run,Male,42-46,42,46,1200.0,67
Run,Female,42-46,42,46,1295.0,67
Run,Male,47-51,47,51,1228.0,67
Run,Female,47-51,47,51,1309.0,67
Run,Male,52-56,52,56,1259.0,67
Run,Female,52-56,52,56,1329.0,67
Run,Male,57-61,57,61,1295.0,67
Run,Female,57-61,57,61,1329.0,67
Run,Male,Over 62,62,100,1295.0,67
Run,Female,Over 62,62,100,1335.0,67
Run,Male,17-21,17,21,1167.0,66
Run,Female,17-21,17,21,1280.0,66
Run,Male,22-26,22,26,1180.0,66
Run,Female,22-26,22,26,1266.0,66
Run,Male,27-31,27,31,1176.0,66
Run,Female,27-31,27,31,1260.0,66
Run,Male,32-36,32,36,1181.0,66
Run,Female,32-36,32,36,1265.0,66
Run,Male,37-41,37,41,1195.0,66
Run,Female,37-41,37,41,1280.0,66
Run,Male,42-46,42,46,1210.0,66
Run,Female,42-46,42,46,1311.0,66
Run,Male,47-51,47,51,1240.0,66
Run,Female,47-51,47,51,1321.0,66
Run,Male,52-56,52,56,1260.0,66
Run,Female,52-56,52,56,1343.0,66
Run,Male,57-61,57,61,1307.0,66
Run,Female,57-61,57,61,1343.0,66
Run,Male,Over 62,62,100,1307.0,66
Run,Female,Over 62,62,100,1351.0,66
Run,Male,17-21,17,21,1183.0,65
Run,Female,17-21,17,21,1297.0,65
Run,Male,22-26,22,26,1196.0,65
Run,Female,22-26,22,26,1284.0,65
Run,Male,27-31,27,31,1191.0,65
Run,Female,27-31,27,31,1275.0,65
Run,Male,32-36,32,36,1196.0,65
Run,Female,32-36,32,36,1287.0,65
Run,Male,37-41,37,41,1207.0,65
Run,Female,37-41,37,41,1296.0,65
Run,Male,42-46,42,46,1225.0,65
Run,Female,42-46,42,46,1325.0,65
Run,Male,47-51,47,51,1253.0,65
Run,Female,47-51,47,51,1333.0,65
Run,Male,52-56,52,56,1276.0,65
Run,Female,52-56,52,56,1353.0,65
Run,Male,57-61,57,61,1323.0,65
Run,Female,57-61,57,61,1353.0,65
Run,Male,Over 62,62,100,1323.0,65
Run,Female,Over 62,62,100,1364.0,65
Run,Male,17-21,17,21,1200.0,64
Run,Female,17-21,17,21,1314.0,64
Run,Male,22-26,22,26,1212.0,64
Run,Female,22-26,22,26,1304.0,64
Run,Male,27-31,27,31,1206.0,64
Run,Female,27-31,27,31,1294.0,64
Run,Male,32-36,32,36,1211.0,64
Run,Female,32-36,32,36,1308.0,64
Run,Male,37-41,37,41,1222.0,64
Run,Female,37-41,37,41,1316.0,64
Run,Male,42-46,42,46,1240.0,64
Run,Female,42-46,42,46,1340.0,64
Run,Male,47-51,47,51,1260.0,64
Run,Female,47-51,47,51,1348.0,64
Run,Male,52-56,52,56,1299.0,64
Run,Female,52-56,52,56,1363.0,64
Run,Male,57-61,57,61,1341.0,64
Run,Female,57-61,57,61,1363.0,64
Run,Male,Over 62,62,100,1341.0,64
Run,Female,Over 62,62,100,1370.0,64
Run,Male,17-21,17,21,1219.0,63
Run,Female,17-21,17,21,1331.0,63
Run,Male,22-26,22,26,1230.0,63
Run,Female,22-26,22,26,1323.0,63
Run,Male,27-31,27,31,1225.0,63
Run,Female,27-31,27,31,1316.0,63
Run,Male,32-36,32,36,1229.0,63
Run,Female,32-36,32,36,1326.0,63
Run,Male,37-41,37,41,1241.0,63
Run,Female,37-41,37,41,1331.0,63
Run,Male,42-46,42,46,1258.0,63
Run,Female,42-46,42,46,1356.0,63
Run,Male,47-51,47,51,1273.0,63
Run,Female,47-51,47,51,1355.0,63
Run,Male,52-56,52,56,1320.0,63
Run,Female,52-56,52,56,1372.0,63
Run,Male,57-61,57,61,1359.0,63
Run,Female,57-61,57,61,1381.0,63
Run,Male,Over 62,62,100,1359.0,63
Run,Female,Over 62,62,100,1384.0,63
Run,Male,17-21,17,21,1242.0,62
Run,Female,17-21,17,21,1355.0,62
Run,Male,22-26,22,26,1252.0,62
Run,Female,22-26,22,26,1344.0,62
Run,Male,27-31,27,31,1246.0,62
Run,Female,27-31,27,31,1338.0,62
Run,Male,32-36,32,36,1249.0,62
Run,Female,32-36,32,36,1350.0,62
Run,Male,37-41,37,41,1260.0,62
Run,Female,37-41,37,41,1354.0,62
Run,Male,42-46,42,46,1260.0,62
Run,Female,42-46,42,46,1373.0,62
Run,Male,47-51,47,51,1303.0,62
Run,Female,47-51,47,51,1370.0,62
Run,Male,52-56,52,56,1344.0,62
Run,Female,52-56,52,56,1384.0,62
Run,Male,57-61,57,61,1378.0,62
Run,Female,57-61,57,61,1402.0,62
Run,Male,Over 62,62,100,1378.0,62
Run,Female,Over 62,62,100,1402.0,62
Run,Male,17-21,17,21,1263.0,61
Run,Female,17-21,17,21,1378.0,61
Run,Male,22-26,22,26,1274.0,61
Run,Female,22-26,22,26,1370.0,61
Run,Male,27-31,27,31,1260.0,61
Run,Female,27-31,27,31,1366.0,61
Run,Male,32-36,32,36,1261.0,61
Run,Female,32-36,32,36,1375.0,61
Run,Male,37-41,37,41,1277.0,61
Run,Female,37-41,37,41,1380.0,61
Run,Male,42-46,42,46,1304.0,61
Run,Female,42-46,42,46,1390.0,61
Run,Male,47-51,47,51,1337.0,61
Run,Female,47-51,47,51,1405.0,61
Run,Male,52-56,52,56,1373.0,61
Run,Female,52-56,52,56,1424.0,61
Run,Male,57-61,57,61,1392.0,61
Run,Female,57-61,57,61,1445.0,61
Run,Male,Over 62,62,100,1392.0,61
Run,Female,Over 62,62,100,1451.0,61
Run,Male,17-21,17,21,1320.0,60
Run,Female,17-21,17,21,1402.0,60
Run,Male,22-26,22,26,1320.0,60
Run,Female,22-26,22,26,1395.0,60
Run,Male,27-31,27,31,1320.0,60
Run,Female,27-31,27,31,1393.0,60
Run,Male,32-36,32,36,1320.0,60
Run,Female,32-36,32,36,1399.0,60
Run,Male,37-41,37,41,1331.0,60
Run,Female,37-41,37,41,1403.0,60
Run,Male,42-46,42,46,1352.0,60
Run,Female,42-46,42,46,1422.0,60
Run,Male,47-51,47,51,1375.0,60
Run,Female,47-51,47,51,1440.0,60
Run,Male,52-56,52,56,1400.0,60
Run,Female,52-56,52,56,1464.0,60
Run,Male,57-61,57,61,1416.0,60
Run,Female,57-61,57,61,1488.0,60
Run,Male,Over 62,62,100,1416.0,60
Run,Female,Over 62,62,100,1500.0,60
Run,Male,17-21,17,21,1321.0,59
Run,Female,17-21,17,21,1403.0,59
Run,Male,22-26,22,26,1321.0,59
Run,Female,22-26,22,26,1396.0,59
Run,Male,27-31,27,31,1321.0,59
Run,Female,27-31,27,31,1394.0,59
Run,Male,32-36,32,36,1321.0,59
Run,Female,32-36,32,36,1400.0,59
Run,Male,37-41,37,41,1332.0,59
Run,Female,37-41,37,41,1404.0,59
Run,Male,42-46,42,46,1353.0,59
Run,Female,42-46,42,46,1423.0,59
Run,Male,47-51,47,51,1376.0,59
Run,Female,47-51,47,51,1441.0,59
Run,Male,52-56,52,56,1401.0,59
Run,Female,52-56,52,56,1465.0,59
Run,Male,57-61,57,61,1417.0,59
Run,Female,57-61,57,61,1489.0,59
Run,Male,Over 62,62,100,1417.0,59
Run,Female,Over 62,62,100,1501.0,59
Run,Male,17-21,17,21,1323.0,58
Run,Female,17-21,17,21,1405.0,58
Run,Male,22-26,22,26,1323.0,58
Run,Female,22-26,22,26,1398.0,58
Run,Male,27-31,27,31,1323.0,58
Run,Female,27-31,27,31,1396.0,58
Run,Male,32-36,32,36,1323.0,58
Run,Female,32-36,32,36,1402.0,58
Run,Male,37-41,37,41,1334.0,58
Run,Female,37-41,37,41,1406.0,58
Run,Male,42-46,42,46,1355.0,58
Run,Female,42-46,42,46,1425.0,58
Run,Male,47-51,47,51,1378.0,58
Run,Female,47-51,47,51,1443.0,58
Run,Male,52-56,52,56,1403.0,58
Run,Female,52-56,52,56,1467.0,58
Run,Male,57-61,57,61,1419.0,58
Run,Female,57-61,57,61,1491.0,58
Run,Male,Over 62,62,100,1419.0,58
Run,Female,Over 62,62,100,1503.0,58
Run,Male,17-21,17,21,1325.0,57
Run,Female,17-21,17,21,1407.0,57
Run,Male,22-26,22,26,1325.0,57
Run,Female,22-26,22,26,1400.0,57
Run,Male,27-31,27,31,1325.0,57
Run,Female,27-31,27,31,1398.0,57
Run,Male,32-36,32,36,1325.0,57
Run,Female,32-36,32,36,1404.0,57
Run,Male,37-41,37,41,1336.0,57
Run,Female,37-41,37,41,1408.0,57
Run,Male,42-46,42,46,1357.0,57
Run,Female,42-46,42,46,1427.0,57
Run,Male,47-51,47,51,1380.0,57
Run,Female,47-51,47,51,1445.0,57
Run,Male,52-56,52,56,1405.0,57
Run,Female,52-56,52,56,1469.0,57
Run,Male,57-61,57,61,1421.0,57
Run,Female,57-61,57,61,1493.0,57
Run,Male,Over 62,62,100,1421.0,57
Run,Female,Over 62,62,100,1505.0,57
Run,Male,17-21,17,21,1327.0,56
Run,Female,17-21,17,21,1409.0,56
Run,Male,22-26,22,26,1327.0,56
Run,Female,22-26,22,26,1402.0,56
Run,Male,27-31,27,31,1327.0,56
Run,Female,27-31,27,31,1400.0,56
Run,Male,32-36,32,36,1327.0,56
Run,Female,32-36,32,36,1406.0,56
Run,Male,37-41,37,41,1338.0,56
Run,Female,37-41,37,41,1410.0,56
Run,Male,42-46,42,46,1359.0,56
Run,Female,42-46,42,46,1429.0,56
Run,Male,47-51,47,51,1382.0,56
Run,Female,47-51,47,51,1447.0,56
Run,Male,52-56,52,56,1407.0,56
Run,Female,52-56,52,56,1471.0,56
Run,Male,57-61,57,61,1423.0,56
Run,Female,57-61,57,61,1495.0,56
Run,Male,Over 62,62,100,1423.0,56
Run,Female,Over 62,62,100,1507.0,56
Run,Male,17-21,17,21,1329.0,55
Run,Female,17-21,17,21,1411.0,55
Run,Male,22-26,22,26,1329.0,55
Run,Female,22-26,22,26,1404.0,55
Run,Male,27-31,27,31,1329.0,55
Run,Female,27-31,27,31,1402.0,55
Run,Male,32-36,32,36,1329.0,55
Run,Female,32-36,32,36,1408.0,55
Run,Male,37-41,37,41,1340.0,55
Run,Female,37-41,37,41,1412.0,55
Run,Male,42-46,42,46,1361.0,55
Run,Female,42-46,42,46,1431.0,55
Run,Male,47-51,47,51,1384.0,55
Run,Female,47-51,47,51,1449.0,55
Run,Male,52-56,52,56,1409.0,55
Run,Female,52-56,52,56,1473.0,55
Run,Male,57-61,57,61,1425.0,55
Run,Female,57-61,57,61,1497.0,55
Run,Male,Over 62,62,100,1425.0,55
Run,Female,Over 62,62,100,1509.0,55
Run,Male,17-21,17,21,1331.0,54
Run,Female,17-21,17,21,1413.0,54
Run,Male,22-26,22,26,1331.0,54
Run,Female,22-26,22,26,1406.0,54
Run,Male,27-31,27,31,1331.0,54
Run,Female,27-31,27,31,1404.0,54
Run,Male,32-36,32,36,1331.0,54
Run,Female,32-36,32,36,1410.0,54
Run,Male,37-41,37,41,1342.0,54
Run,Female,37-41,37,41,1414.0,54
Run,Male,42-46,42,46,1363.0,54
Run,Female,42-46,42,46,1433.0,54
Run,Male,47-51,47,51,1386.0,54
Run,Female,47-51,47,51,1451.0,54
Run,Male,52-56,52,56,1411.0,54
Run,Female,52-56,52,56,1475.0,54
Run,Male,57-61,57,61,1427.0,54
Run,Female,57-61,57,61,1499.0,54
Run,Male,Over 62,62,100,1427.0,54
Run,Female,Over 62,62,100,1511.0,54
Run,Male,17-21,17,21,1333.0,53
Run,Female,17-21,17,21,1415.0,53
Run,Male,22-26,22,26,1333.0,53
Run,Female,22-26,22,26,1408.0,53
Run,Male,27-31,27,31,1333.0,53
Run,Female,27-31,27,31,1406.0,53
Run,Male,32-36,32,36,1333.0,53
Run,Female,32-36,32,36,1412.0,53
Run,Male,37-41,37,41,1344.0,53
Run,Female,37-41,37,41,1416.0,53
Run,Male,42-46,42,46,1365.0,53
Run,Female,42-46,42,46,1435.0,53
Run,Male,47-51,47,51,1388.0,53
Run,Female,47-51,47,51,1453.0,53
Run,Male,52-56,52,56,1413.0,53
Run,Female,52-56,52,56,1477.0,53
Run,Male,57-61,57,61,1429.0,53
Run,Female,57-61,57,61,1501.0,53
Run,Male,Over 62,62,100,1429.0,53
Run,Female,Over 62,62,100,1513.0,53
Run,Male,17-21,17,21,1335.0,52
Run,Female,17-21,17,21,1417.0,52
Run,Male,22-26,22,26,1335.0,52
Run,Female,22-26,22,26,1410.0,52
Run,Male,27-31,27,31,1335.0,52
Run,Female,27-31,27,31,1408.0,52
Run,Male,32-36,32,36,1335.0,52
Run,Female,32-36,32,36,1414.0,52
Run,Male,37-41,37,41,1346.0,52
Run,Female,37-41,37,41,1418.0,52
Run,Male,42-46,42,46,1367.0,52
Run,Female,42-46,42,46,1437.0,52
Run,Male,47-51,47,51,1390.0,52
Run,Female,47-51,47,51,1455.0,52
Run,Male,52-56,52,56,1415.0,52
Run,Female,52-56,52,56,1479.0,52
Run,Male,57-61,57,61,1431.0,52
Run,Female,57-61,57,61,1503.0,52
Run,Male,Over 62,62,100,1431.0,52
Run,Female,Over 62,62,100,1515.0,52
Run,Male,17-21,17,21,1337.0,51
Run,Female,17-21,17,21,1419.0,51
Run,Male,22-26,22,26,1337.0,51
Run,Female,22-26,22,26,1412.0,51
Run,Male,27-31,27,31,1337.0,51
Run,Female,27-31,27,31,1410.0,51
Run,Male,32-36,32,36,1337.0,51
Run,Female,32-36,32,36,1416.0,51
Run,Male,37-41,37,41,1348.0,51
Run,Female,37-41,37,41,1420.0,51
Run,Male,42-46,42,46,1369.0,51
Run,Female,42-46,42,46,1439.0,51
Run,Male,47-51,47,51,1392.0,51
Run,Female,47-51,47,51,1457.0,51
Run,Male,52-56,52,56,1417.0,51
Run,Female,52-56,52,56,1481.0,51
Run,Male,57-61,57,61,1433.0,51
Run,Female,57-61,57,61,1505.0,51
Run,Male,Over 62,62,100,1433.0,51
Run,Female,Over 62,62,100,1517.0,51
Run,Male,17-21,17,21,1339.0,50
Run,Female,17-21,17,21,1421.0,50
Run,Male,22-26,22,26,1339.0,50
Run,Female,22-26,22,26,1414.0,50
Run,Male,27-31,27,31,1339.0,50
Run,Female,27-31,27,31,1412.0,50
Run,Male,32-36,32,36,1339.0,50
Run,Female,32-36,32,36,1418.0,50
Run,Male,37-41,37,41,1350.0,50
Run,Female,37-41,37,41,1422.0,50
Run,Male,42-46,42,46,1371.0,50
Run,Female,42-46,42,46,1441.0,50
Run,Male,47-51,47,51,1394.0,50
Run,Female,47-51,47,51,1459.0,50
Run,Male,52-56,52,56,1419.0,50
Run,Female,52-56,52,56,1483.0,50
Run,Male,57-61,57,61,1435.0,50
Run,Female,57-61,57,61,1507.0,50
Run,Male,Over 62,62,100,1435.0,50
Run,Female,Over 62,62,100,1519.0,50
Run,Male,17-21,17,21,1341.0,49
Run,Female,17-21,17,21,1423.0,49
Run,Male,22-26,22,26,1341.0,49
Run,Female,22-26,22,26,1416.0,49
Run,Male,27-31,27,31,1341.0,49
Run,Female,27-31,27,31,1414.0,49
Run,Male,32-36,32,36,1341.0,49
Run,Female,32-36,32,36,1420.0,49
Run,Male,37-41,37,41,1352.0,49
Run,Female,37-41,37,41,1424.0,49
Run,Male,42-46,42,46,1373.0,49
Run,Female,42-46,42,46,1443.0,49
Run,Male,47-51,47,51,1396.0,49
Run,Female,47-51,47,51,1461.0,49
Run,Male,52-56,52,56,1421.0,49
Run,Female,52-56,52,56,1485.0,49
Run,Male,57-61,57,61,1437.0,49
Run,Female,57-61,57,61,1509.0,49
Run,Male,Over 62,62,100,1437.0,49
Run,Female,Over 62,62,100,1521.0,49
Run,Male,17-21,17,21,1343.0,48
Run,Female,17-21,17,21,1425.0,48
Run,Male,22-26,22,26,1343.0,48
Run,Female,22-26,22,26,1418.0,48
Run,Male,27-31,27,31,1343.0,48
Run,Female,27-31,27,31,1416.0,48
Run,Male,32-36,32,36,1343.0,48
Run,Female,32-36,32,36,1422.0,48
Run,Male,37-41,37,41,1354.0,48
Run,Female,37-41,37,41,1426.0,48
Run,Male,42-46,42,46,1375.0,48
Run,Female,42-46,42,46,1445.0,48
Run,Male,47-51,47,51,1398.0,48
Run,Female,47-51,47,51,1463.0,48
Run,Male,52-56,52,56,1423.0,48
Run,Female,52-56,52,56,1487.0,48
Run,Male,57-61,57,61,1439.0,48
Run,Female,57-61,57,61,1511.0,48
Run,Male,Over 62,62,100,1439.0,48
Run,Female,Over 62,62,100,1523.0,48
Run,Male,17-21,17,21,1345.0,47
Run,Female,17-21,17,21,1427.0,47
Run,Male,22-26,22,26,1345.0,47
Run,Female,22-26,22,26,1420.0,47
Run,Male,27-31,27,31,1345.0,47
Run,Female,27-31,27,31,1418.0,47
Run,Male,32-36,32,36,1345.0,47
Run,Female,32-36,32,36,1424.0,47
Run,Male,37-41,37,41,1356.0,47
Run,Female,37-41,37,41,1428.0,47
Run,Male,42-46,42,46,1377.0,47
Run,Female,42-46,42,46,1447.0,47
Run,Male,47-51,47,51,1400.0,47
Run,Female,47-51,47,51,1465.0,47
Run,Male,52-56,52,56,1425.0,47
Run,Female,52-56,52,56,1489.0,47
Run,Male,57-61,57,61,1441.0,47
Run,Female,57-61,57,61,1513.0,47
Run,Male,Over 62,62,100,1441.0,47
Run,Female,Over 62,62,100,1525.0,47
Run,Male,17-21,17,21,1347.0,46
Run,Female,17-21,17,21,1429.0,46
Run,Male,22-26,22,26,1347.0,46
Run,Female,22-26,22,26,1422.0,46
Run,Male,27-31,27,31,1347.0,46
Run,Female,27-31,27,31,1420.0,46
Run,Male,32-36,32,36,1347.0,46
Run,Female,32-36,32,36,1426.0,46
Run,Male,37-41,37,41,1358.0,46
Run,Female,37-41,37,41,1430.0,46
Run,Male,42-46,42,46,1379.0,46
Run,Female,42-46,42,46,1449.0,46
Run,Male,47-51,47,51,1402.0,46
Run,Female,47-51,47,51,1467.0,46
Run,Male,52-56,52,56,1427.0,46
Run,Female,52-56,52,56,1491.0,46
Run,Male,57-61,57,61,1443.0,46
Run,Female,57-61,57,61,1515.0,46
Run,Male,Over 62,62,100,1443.0,46
Run,Female,Over 62,62,100,1527.0,46
Run,Male,17-21,17,21,1349.0,45
